La085Sr015FeO3_700_ramp-00068.xye	r_wp	volume	error	ka	error	kc	error	OoccTotal	error	Oocc1	error	crys_gaus	error	strain_gaus	error 
La085Sr015FeO3_700_red-00137.xye    11.75192   371.89578     0.02447     5.60441     0.00013    13.67197     0.00063     2.47911     0.02835     0.82637     0.00945    45.70944     0.42499     0.33221     0.00873
La085Sr015FeO3_700_red-00138.xye    11.76567   371.89602     0.02448     5.60441     0.00013    13.67197     0.00063     2.47920     0.02836     0.82640     0.00945    45.70944     0.42516     0.33221     0.00873
La085Sr015FeO3_700_red-00139.xye    11.78764   371.86654     0.02467     5.60425     0.00013    13.67166     0.00064     2.48142     0.02845     0.82714     0.00948    45.67821     0.42659     0.33330     0.00876
La085Sr015FeO3_700_red-00140.xye    11.80639   371.89843     0.02457     5.60444     0.00013    13.67191     0.00064     2.48014     0.02850     0.82671     0.00950    45.68434     0.42735     0.33251     0.00878
La085Sr015FeO3_700_red-00141.xye    11.84170   371.89706     0.02472     5.60441     0.00013    13.67199     0.00064     2.47875     0.02857     0.82625     0.00952    45.69340     0.42847     0.33303     0.00880
La085Sr015FeO3_700_red-00142.xye    11.84575   371.89383     0.02474     5.60440     0.00013    13.67194     0.00064     2.48065     0.02861     0.82688     0.00954    45.65755     0.42829     0.33251     0.00882
La085Sr015FeO3_700_red-00143.xye    11.86439   371.89054     0.02482     5.60438     0.00013    13.67191     0.00064     2.48108     0.02865     0.82703     0.00955    45.67098     0.42953     0.33320     0.00883
La085Sr015FeO3_700_red-00144.xye    11.88124   371.89449     0.02482     5.60440     0.00013    13.67194     0.00064     2.48130     0.02870     0.82710     0.00957    45.66503     0.42985     0.33270     0.00885
La085Sr015FeO3_700_red-00145.xye    11.90206   371.89176     0.02489     5.60439     0.00013    13.67191     0.00064     2.48022     0.02875     0.82674     0.00958    45.65856     0.43068     0.33295     0.00886
La085Sr015FeO3_700_red-00146.xye    11.91031   371.89620     0.02488     5.60442     0.00013    13.67192     0.00064     2.48060     0.02877     0.82687     0.00959    45.66614     0.43138     0.33304     0.00887
La085Sr015FeO3_700_red-00147.xye    11.94145   371.89143     0.02496     5.60439     0.00013    13.67191     0.00065     2.48135     0.02884     0.82712     0.00961    45.64961     0.43165     0.33263     0.00889
La085Sr015FeO3_700_red-00148.xye    11.94398   371.89315     0.02494     5.60440     0.00013    13.67190     0.00064     2.48176     0.02887     0.82725     0.00962    45.62655     0.43151     0.33218     0.00891
La085Sr015FeO3_700_red-00149.xye    11.97321   371.88919     0.02499     5.60438     0.00013    13.67185     0.00065     2.48137     0.02893     0.82712     0.00964    45.64586     0.43274     0.33217     0.00892
La085Sr015FeO3_700_red-00150.xye    11.99428   371.88928     0.02509     5.60438     0.00013    13.67189     0.00065     2.48321     0.02898     0.82774     0.00966    45.63557     0.43350     0.33263     0.00894
La085Sr015FeO3_700_red-00151.xye    11.98048   371.88351     0.02503     5.60435     0.00013    13.67181     0.00065     2.48124     0.02896     0.82708     0.00965    45.62926     0.43290     0.33195     0.00894
La085Sr015FeO3_700_red-00152.xye    11.96548   371.89289     0.02498     5.60441     0.00013    13.67187     0.00065     2.48099     0.02895     0.82700     0.00965    45.64823     0.43324     0.33212     0.00893
La085Sr015FeO3_700_red-00153.xye    12.02662   371.87054     0.02506     5.60428     0.00013    13.67166     0.00065     2.48240     0.02905     0.82747     0.00968    45.60205     0.43304     0.33090     0.00898
La085Sr015FeO3_700_red-00154.xye    12.01574   371.89379     0.02500     5.60441     0.00013    13.67190     0.00065     2.48239     0.02905     0.82746     0.00968    45.61344     0.43310     0.33056     0.00897
La085Sr015FeO3_700_red-00155.xye    12.05400   371.89243     0.02513     5.60439     0.00013    13.67193     0.00065     2.48161     0.02913     0.82720     0.00971    45.64666     0.43511     0.33128     0.00899
La085Sr015FeO3_700_red-00156.xye    12.04763   371.89040     0.02507     5.60438     0.00013    13.67192     0.00065     2.48304     0.02912     0.82768     0.00971    45.62296     0.43387     0.33015     0.00900
La085Sr015FeO3_700_red-00157.xye    12.06057   371.88850     0.02507     5.60437     0.00013    13.67190     0.00065     2.48295     0.02914     0.82765     0.00971    45.62164     0.43386     0.32972     0.00900
La085Sr015FeO3_700_red-00158.xye    12.04430   371.89145     0.02510     5.60438     0.00013    13.67197     0.00065     2.48330     0.02913     0.82777     0.00971    45.64917     0.43437     0.33022     0.00899
La085Sr015FeO3_700_red-00159.xye    12.06365   371.89060     0.02509     5.60437     0.00013    13.67198     0.00065     2.48223     0.02916     0.82741     0.00972    45.61567     0.43348     0.32914     0.00901
La085Sr015FeO3_700_red-00160.xye    12.09342   371.89197     0.02513     5.60438     0.00013    13.67196     0.00065     2.48362     0.02924     0.82787     0.00975    45.63034     0.43506     0.32917     0.00903
La085Sr015FeO3_700_red-00161.xye    12.08424   371.87945     0.02516     5.60431     0.00013    13.67186     0.00065     2.48281     0.02921     0.82760     0.00974    45.64017     0.43491     0.32951     0.00902
La085Sr015FeO3_700_red-00162.xye    12.07883   371.87614     0.02508     5.60429     0.00013    13.67181     0.00065     2.48177     0.02919     0.82726     0.00973    45.62477     0.43383     0.32861     0.00903
La085Sr015FeO3_700_red-00163.xye    12.09625   371.89289     0.02507     5.60439     0.00013    13.67196     0.00065     2.48375     0.02925     0.82792     0.00975    45.63363     0.43471     0.32800     0.00905
La085Sr015FeO3_700_red-00164.xye    12.11244   371.89038     0.02515     5.60436     0.00013    13.67199     0.00065     2.48475     0.02929     0.82825     0.00976    45.63658     0.43531     0.32824     0.00905
La085Sr015FeO3_700_red-00165.xye    12.10994   371.89670     0.02510     5.60440     0.00013    13.67204     0.00065     2.48340     0.02930     0.82780     0.00977    45.64829     0.43539     0.32778     0.00906
La085Sr015FeO3_700_red-00166.xye    12.13578   371.89457     0.02515     5.60438     0.00013    13.67204     0.00065     2.48400     0.02934     0.82800     0.00978    45.63803     0.43569     0.32756     0.00907
La085Sr015FeO3_700_red-00167.xye    12.13049   371.89410     0.02513     5.60438     0.00013    13.67205     0.00065     2.48425     0.02934     0.82808     0.00978    45.64765     0.43548     0.32718     0.00907
La085Sr015FeO3_700_red-00168.xye    12.15202   371.88862     0.02512     5.60435     0.00013    13.67200     0.00065     2.48342     0.02937     0.82781     0.00979    45.64757     0.43541     0.32632     0.00909
La085Sr015FeO3_700_red-00169.xye    12.14947   371.89675     0.02505     5.60439     0.00013    13.67210     0.00065     2.48442     0.02936     0.82814     0.00979    45.67581     0.43537     0.32582     0.00908
La085Sr015FeO3_700_red-00170.xye    12.12814   371.87102     0.02502     5.60425     0.00013    13.67183     0.00065     2.48544     0.02932     0.82848     0.00977    45.65698     0.43405     0.32524     0.00907
La085Sr015FeO3_700_red-00171.xye    12.13441   371.88972     0.02496     5.60435     0.00013    13.67201     0.00065     2.48508     0.02934     0.82836     0.00978    45.69296     0.43484     0.32481     0.00907
La085Sr015FeO3_700_red-00172.xye    12.13257   371.89211     0.02494     5.60436     0.00013    13.67207     0.00064     2.48618     0.02933     0.82873     0.00978    45.64547     0.43333     0.32372     0.00909
La085Sr015FeO3_700_red-00173.xye    12.12204   371.88588     0.02476     5.60435     0.00013    13.67188     0.00064     2.48682     0.02931     0.82894     0.00977    45.69706     0.43366     0.32246     0.00908
La085Sr015FeO3_700_red-00174.xye    12.13756   371.88978     0.02481     5.60437     0.00013    13.67195     0.00064     2.48530     0.02935     0.82843     0.00978    45.69617     0.43400     0.32241     0.00909
La085Sr015FeO3_700_red-00175.xye    12.13774   371.87742     0.02488     5.60428     0.00013    13.67190     0.00064     2.48475     0.02935     0.82825     0.00978    45.67224     0.43336     0.32254     0.00909
La085Sr015FeO3_700_red-00176.xye    12.12318   371.87842     0.02476     5.60428     0.00013    13.67195     0.00064     2.48658     0.02930     0.82886     0.00977    45.67479     0.43155     0.32085     0.00908
La085Sr015FeO3_700_red-00177.xye    12.15151   371.88412     0.02477     5.60432     0.00013    13.67196     0.00064     2.48626     0.02936     0.82875     0.00979    45.72089     0.43352     0.32106     0.00909
La085Sr015FeO3_700_red-00178.xye    12.15973   371.88122     0.02479     5.60430     0.00013    13.67196     0.00064     2.48698     0.02937     0.82899     0.00979    45.70155     0.43308     0.32074     0.00910
La085Sr015FeO3_700_red-00179.xye    12.16349   371.88278     0.02476     5.60431     0.00013    13.67196     0.00064     2.48428     0.02939     0.82809     0.00980    45.71472     0.43336     0.32029     0.00911
La085Sr015FeO3_700_He2-00000.xye    12.15630   371.87211     0.02472     5.60424     0.00013    13.67192     0.00064     2.48657     0.02936     0.82886     0.00979    45.71105     0.43197     0.31935     0.00910
La085Sr015FeO3_700_He2-00001.xye    12.15674   371.87703     0.02471     5.60427     0.00013    13.67195     0.00064     2.48578     0.02938     0.82859     0.00979    45.70985     0.43229     0.31926     0.00911
La085Sr015FeO3_700_He2-00002.xye    12.13751   371.85934     0.02469     5.60417     0.00013    13.67180     0.00064     2.48752     0.02933     0.82917     0.00978    45.68627     0.43058     0.31855     0.00910
La085Sr015FeO3_700_ox-00000.xye    12.15215   371.86705     0.02465     5.60420     0.00013    13.67191     0.00064     2.48661     0.02936     0.82887     0.00979    45.73703     0.43146     0.31809     0.00910
La085Sr015FeO3_700_ox-00001.xye    12.16544   371.88309     0.02462     5.60430     0.00013    13.67205     0.00064     2.48736     0.02939     0.82912     0.00980    45.73910     0.43190     0.31752     0.00911
La085Sr015FeO3_700_ox-00002.xye    11.99603   369.37902     0.02135     5.59651     0.00012    13.61782     0.00054     2.60253     0.02859     0.86751     0.00953    40.14699     0.43723     0.39984     0.01014
La085Sr015FeO3_700_ox-00003.xye    11.91548   369.37422     0.02137     5.59650     0.00012    13.61765     0.00054     2.60799     0.02846     0.86933     0.00949    39.80451     0.42591     0.40000     0.01015
La085Sr015FeO3_700_ox-00004.xye    11.87856   369.37464     0.02128     5.59648     0.00012    13.61779     0.00054     2.60995     0.02838     0.86998     0.00946    39.90719     0.42614     0.40000     0.01008
La085Sr015FeO3_700_ox-00005.xye    11.83996   369.37721     0.02109     5.59644     0.00012    13.61807     0.00054     2.61260     0.02821     0.87087     0.00940    40.15569     0.42825     0.40000     0.00995
La085Sr015FeO3_700_ox-00006.xye    11.85451   369.37685     0.02111     5.59642     0.00012    13.61818     0.00054     2.61116     0.02826     0.87039     0.00942    40.24033     0.43042     0.40000     0.00994
La085Sr015FeO3_700_ox-00007.xye    11.82662   369.38822     0.02102     5.59645     0.00012    13.61844     0.00054     2.61252     0.02819     0.87084     0.00940    40.35061     0.43142     0.40000     0.00989
La085Sr015FeO3_700_ox-00008.xye    11.82287   369.37998     0.02102     5.59640     0.00012    13.61836     0.00054     2.61336     0.02817     0.87112     0.00939    40.34196     0.43069     0.40000     0.00988
La085Sr015FeO3_700_ox-00009.xye    11.81323   369.37924     0.02091     5.59636     0.00011    13.61855     0.00053     2.61448     0.02811     0.87149     0.00937    40.57919     0.43455     0.40000     0.00980
La085Sr015FeO3_700_ox-00010.xye    11.80323   369.37280     0.02095     5.59633     0.00011    13.61847     0.00053     2.61245     0.02814     0.87082     0.00938    40.52691     0.43332     0.40000     0.00982
La085Sr015FeO3_700_ox-00011.xye    11.82831   369.37249     0.02092     5.59630     0.00011    13.61857     0.00053     2.61282     0.02815     0.87094     0.00938    40.63350     0.43541     0.40000     0.00979
La085Sr015FeO3_700_ox-00012.xye    11.79473   369.36927     0.02086     5.59627     0.00011    13.61860     0.00053     2.61317     0.02809     0.87106     0.00936    40.70469     0.43591     0.40000     0.00975
La085Sr015FeO3_700_ox-00013.xye    11.78317   369.36966     0.02083     5.59627     0.00011    13.61865     0.00053     2.61353     0.02805     0.87118     0.00935    40.72456     0.43540     0.40000     0.00973
La085Sr015FeO3_700_ox-00014.xye    11.79239   369.36924     0.02086     5.59626     0.00011    13.61864     0.00053     2.61368     0.02809     0.87123     0.00936    40.70171     0.43518     0.40000     0.00974
La085Sr015FeO3_700_ox-00015.xye    11.78202   369.36554     0.02075     5.59623     0.00011    13.61869     0.00053     2.61461     0.02800     0.87154     0.00933    40.83842     0.43660     0.40000     0.00968
La085Sr015FeO3_700_ox-00016.xye    11.76729   369.35969     0.02073     5.59619     0.00011    13.61864     0.00053     2.61508     0.02798     0.87169     0.00933    40.84995     0.43634     0.40000     0.00966
La085Sr015FeO3_700_ox-00017.xye    11.76230   369.35954     0.02071     5.59617     0.00011    13.61875     0.00053     2.61701     0.02796     0.87234     0.00932    40.92190     0.43746     0.40000     0.00964
La085Sr015FeO3_700_ox-00018.xye    11.73604   369.38024     0.02065     5.59628     0.00011    13.61898     0.00053     2.61499     0.02792     0.87166     0.00931    40.98795     0.43834     0.40000     0.00961
La085Sr015FeO3_700_ox-00019.xye    11.76769   369.34843     0.02072     5.59609     0.00011    13.61871     0.00053     2.61431     0.02798     0.87144     0.00933    40.98003     0.43876     0.40000     0.00963
La085Sr015FeO3_700_ox-00020.xye    11.76547   369.35795     0.02072     5.59613     0.00011    13.61887     0.00053     2.61515     0.02798     0.87172     0.00933    40.99104     0.43882     0.40000     0.00963
La085Sr015FeO3_700_ox-00021.xye    11.74646   369.35874     0.02070     5.59614     0.00011    13.61886     0.00053     2.61508     0.02792     0.87169     0.00931    40.93162     0.43645     0.40000     0.00962
La085Sr015FeO3_700_ox-00022.xye    11.73512   369.37389     0.02056     5.59619     0.00011    13.61915     0.00052     2.61558     0.02790     0.87186     0.00930    41.24118     0.44272     0.40000     0.00954
La085Sr015FeO3_700_ox-00023.xye    11.73921   369.37394     0.02060     5.59620     0.00011    13.61912     0.00052     2.61493     0.02789     0.87164     0.00930    41.11894     0.43956     0.40000     0.00956
La085Sr015FeO3_700_ox-00024.xye    11.77836   369.37435     0.02065     5.59620     0.00011    13.61915     0.00053     2.61452     0.02798     0.87151     0.00933    41.17800     0.44228     0.40000     0.00958
La085Sr015FeO3_700_ox-00025.xye    11.76285   369.37275     0.02061     5.59618     0.00011    13.61919     0.00052     2.61463     0.02796     0.87154     0.00932    41.24627     0.44324     0.40000     0.00955
La085Sr015FeO3_700_ox-00026.xye    11.75567   369.36692     0.02060     5.59615     0.00011    13.61913     0.00052     2.61549     0.02794     0.87183     0.00931    41.25262     0.44319     0.40000     0.00954
La085Sr015FeO3_700_ox-00027.xye    11.75875   369.35987     0.02057     5.59610     0.00011    13.61908     0.00052     2.61559     0.02791     0.87186     0.00930    41.28189     0.44330     0.40000     0.00953
La085Sr015FeO3_700_ox-00028.xye    11.73297   369.36474     0.02054     5.59612     0.00011    13.61915     0.00052     2.61698     0.02788     0.87233     0.00929    41.27431     0.44230     0.40000     0.00951
La085Sr015FeO3_700_ox-00029.xye    11.74735   369.36461     0.02054     5.59611     0.00011    13.61922     0.00052     2.61507     0.02788     0.87169     0.00929    41.34263     0.44370     0.40000     0.00950
La085Sr015FeO3_700_ox-00030.xye    11.70658   369.36214     0.02047     5.59609     0.00011    13.61924     0.00052     2.61548     0.02782     0.87183     0.00927    41.39876     0.44385     0.40000     0.00946
La085Sr015FeO3_700_ox-00031.xye    11.73898   369.36077     0.02049     5.59608     0.00011    13.61923     0.00052     2.61721     0.02785     0.87240     0.00928    41.41959     0.44476     0.40000     0.00947
La085Sr015FeO3_700_ox-00032.xye    11.72387   369.35718     0.02046     5.59606     0.00011    13.61920     0.00052     2.61693     0.02782     0.87231     0.00927    41.44305     0.44457     0.40000     0.00945
La085Sr015FeO3_700_ox-00033.xye    11.73678   369.34194     0.02049     5.59596     0.00011    13.61909     0.00052     2.61674     0.02785     0.87225     0.00928    41.43596     0.44479     0.40000     0.00946
La085Sr015FeO3_700_ox-00034.xye    11.71369   369.36579     0.02045     5.59608     0.00011    13.61940     0.00052     2.61595     0.02780     0.87198     0.00927    41.47637     0.44461     0.40000     0.00943
La085Sr015FeO3_700_ox-00035.xye    11.72409   369.36363     0.02048     5.59607     0.00011    13.61939     0.00052     2.61588     0.02782     0.87196     0.00927    41.44144     0.44401     0.40000     0.00944
La085Sr015FeO3_700_ox-00036.xye    11.71582   369.36958     0.02044     5.59609     0.00011    13.61951     0.00052     2.61534     0.02778     0.87178     0.00926    41.49916     0.44466     0.40000     0.00942
La085Sr015FeO3_700_ox-00037.xye    11.71112   369.35801     0.02041     5.59603     0.00011    13.61938     0.00052     2.61593     0.02777     0.87198     0.00926    41.55831     0.44568     0.40000     0.00940
La085Sr015FeO3_700_ox-00038.xye    11.69852   369.36248     0.02041     5.59605     0.00011    13.61945     0.00052     2.61558     0.02774     0.87186     0.00925    41.50359     0.44382     0.40000     0.00940
La085Sr015FeO3_700_ox-00039.xye    11.69754   369.37113     0.02040     5.59608     0.00011    13.61961     0.00052     2.61703     0.02774     0.87234     0.00925    41.57182     0.44538     0.40000     0.00939
La085Sr015FeO3_700_ox-00040.xye    11.70097   369.36327     0.02043     5.59604     0.00011    13.61950     0.00052     2.61424     0.02778     0.87141     0.00926    41.55043     0.44525     0.40000     0.00940
La085Sr015FeO3_700_ox-00041.xye    11.71011   369.35612     0.02042     5.59600     0.00011    13.61945     0.00052     2.61678     0.02777     0.87226     0.00926    41.57264     0.44564     0.40000     0.00940
La085Sr015FeO3_700_ox-00042.xye    11.68359   369.36039     0.02041     5.59602     0.00011    13.61950     0.00052     2.61538     0.02774     0.87179     0.00925    41.54949     0.44458     0.40000     0.00939
La085Sr015FeO3_700_ox-00043.xye    11.70206   369.35275     0.02039     5.59597     0.00011    13.61946     0.00052     2.61701     0.02774     0.87234     0.00925    41.63682     0.44664     0.40000     0.00937
La085Sr015FeO3_700_ox-00044.xye    11.72048   369.35032     0.02041     5.59596     0.00011    13.61944     0.00052     2.61611     0.02778     0.87204     0.00926    41.63788     0.44711     0.40000     0.00939
La085Sr015FeO3_700_ox-00045.xye    11.72231   369.34926     0.02044     5.59595     0.00011    13.61941     0.00052     2.61603     0.02779     0.87201     0.00926    41.59500     0.44612     0.40000     0.00939
La085Sr015FeO3_700_ox-00046.xye    11.73321   369.34559     0.02044     5.59593     0.00011    13.61941     0.00052     2.61618     0.02780     0.87206     0.00927    41.62326     0.44689     0.40000     0.00939
La085Sr015FeO3_700_ox-00047.xye    11.68898   369.34784     0.02038     5.59594     0.00011    13.61945     0.00052     2.61807     0.02770     0.87269     0.00923    41.59241     0.44459     0.40000     0.00936
La085Sr015FeO3_700_ox-00048.xye    11.73531   369.35579     0.02043     5.59596     0.00011    13.61962     0.00052     2.61703     0.02783     0.87234     0.00928    41.72642     0.44944     0.40000     0.00938
La085Sr015FeO3_700_ox-00049.xye    11.72314   369.35354     0.02040     5.59595     0.00011    13.61959     0.00052     2.61714     0.02776     0.87238     0.00925    41.69676     0.44782     0.40000     0.00936
La085Sr015FeO3_700_ox-00050.xye    11.74496   369.34934     0.02043     5.59592     0.00011    13.61958     0.00052     2.61722     0.02781     0.87241     0.00927    41.72702     0.44918     0.40000     0.00937
La085Sr015FeO3_700_ox-00051.xye    11.73200   369.35432     0.02041     5.59594     0.00011    13.61965     0.00052     2.61798     0.02778     0.87266     0.00926    41.71414     0.44823     0.40000     0.00936
La085Sr015FeO3_700_ox-00052.xye    11.71027   369.35483     0.02041     5.59595     0.00011    13.61966     0.00052     2.61679     0.02776     0.87226     0.00925    41.67857     0.44708     0.40000     0.00936
La085Sr015FeO3_700_ox-00053.xye    11.73153   369.34803     0.02041     5.59590     0.00011    13.61962     0.00052     2.61857     0.02779     0.87286     0.00926    41.75518     0.44929     0.40000     0.00936
La085Sr015FeO3_700_ox-00054.xye    11.71499   369.35335     0.02039     5.59593     0.00011    13.61969     0.00052     2.61702     0.02774     0.87234     0.00925    41.71226     0.44745     0.40000     0.00935
La085Sr015FeO3_700_ox-00055.xye    11.71749   369.34835     0.02041     5.59590     0.00011    13.61964     0.00052     2.61774     0.02776     0.87258     0.00925    41.72531     0.44791     0.40000     0.00935
La085Sr015FeO3_700_ox-00056.xye    11.69751   369.37483     0.02035     5.59604     0.00011    13.61996     0.00052     2.61627     0.02772     0.87209     0.00924    41.77669     0.44810     0.40000     0.00932
La085Sr015FeO3_700_ox-00057.xye    11.71671   369.37704     0.02033     5.59601     0.00011    13.62017     0.00052     2.61779     0.02776     0.87260     0.00925    42.00680     0.45406     0.40000     0.00930
La085Sr015FeO3_700_ox-00058.xye    11.70138   369.36975     0.02033     5.59598     0.00011    13.62003     0.00052     2.61735     0.02773     0.87245     0.00924    41.92691     0.45147     0.40000     0.00930
La085Sr015FeO3_700_ox-00059.xye    11.69204   369.36156     0.02034     5.59595     0.00011    13.61989     0.00052     2.61704     0.02770     0.87235     0.00923    41.80432     0.44818     0.40000     0.00931
La085Sr015FeO3_700_ox-00060.xye    11.69327   369.35989     0.02034     5.59594     0.00011    13.61986     0.00052     2.61662     0.02769     0.87221     0.00923    41.78426     0.44774     0.40000     0.00931
La085Sr015FeO3_700_ox-00061.xye    11.69969   369.35926     0.02037     5.59594     0.00011    13.61985     0.00052     2.61695     0.02771     0.87232     0.00924    41.75278     0.44716     0.40000     0.00932
La085Sr015FeO3_700_ox-00062.xye    11.70284   369.35852     0.02039     5.59594     0.00011    13.61983     0.00052     2.61696     0.02773     0.87232     0.00924    41.72420     0.44688     0.40000     0.00933
La085Sr015FeO3_700_ox-00063.xye    11.70445   369.35330     0.02034     5.59590     0.00011    13.61982     0.00052     2.61707     0.02770     0.87236     0.00923    41.81584     0.44827     0.40000     0.00930
La085Sr015FeO3_700_ox-00064.xye    11.71291   369.34830     0.02037     5.59588     0.00011    13.61976     0.00052     2.61691     0.02773     0.87230     0.00924    41.80838     0.44886     0.40000     0.00932
La085Sr015FeO3_700_ox-00065.xye    11.70252   369.34714     0.02036     5.59586     0.00011    13.61978     0.00052     2.61699     0.02773     0.87233     0.00924    41.83711     0.44932     0.40000     0.00931
La085Sr015FeO3_700_ox-00066.xye    11.69054   369.34559     0.02028     5.59585     0.00011    13.61977     0.00052     2.61770     0.02761     0.87257     0.00920    41.82592     0.44698     0.40000     0.00927
La085Sr015FeO3_700_ox-00067.xye    11.69143   369.34577     0.02034     5.59585     0.00011    13.61978     0.00052     2.61750     0.02768     0.87250     0.00923    41.80945     0.44777     0.40000     0.00930
La085Sr015FeO3_700_ox-00068.xye    11.71432   369.34736     0.02034     5.59585     0.00011    13.61983     0.00052     2.61809     0.02768     0.87270     0.00923    41.82419     0.44808     0.40000     0.00929
La085Sr015FeO3_700_ox-00069.xye    11.71193   369.34826     0.02033     5.59586     0.00011    13.61985     0.00052     2.61840     0.02767     0.87280     0.00922    41.82119     0.44778     0.40000     0.00929
La085Sr015FeO3_700_ox-00070.xye    11.70284   369.35118     0.02039     5.59587     0.00011    13.61991     0.00052     2.61584     0.02774     0.87195     0.00925    41.84512     0.44952     0.40000     0.00931
La085Sr015FeO3_700_ox-00071.xye    11.69247   369.35136     0.02031     5.59587     0.00011    13.61990     0.00052     2.61629     0.02765     0.87210     0.00922    41.83349     0.44744     0.40000     0.00928
La085Sr015FeO3_700_ox-00072.xye    11.73915   369.34391     0.02039     5.59581     0.00011    13.61990     0.00052     2.61800     0.02777     0.87267     0.00926    41.92738     0.45161     0.40000     0.00930
La085Sr015FeO3_700_ox-00073.xye    11.70659   369.35621     0.02031     5.59587     0.00011    13.62006     0.00052     2.61697     0.02769     0.87232     0.00923    41.99766     0.45169     0.40000     0.00926
La085Sr015FeO3_700_ox-00074.xye    11.72018   369.35684     0.02030     5.59585     0.00011    13.62020     0.00052     2.62019     0.02774     0.87340     0.00925    42.19364     0.45705     0.40000     0.00924
La085Sr015FeO3_700_ox-00075.xye    11.73070   369.35056     0.02038     5.59584     0.00011    13.62003     0.00052     2.61846     0.02775     0.87282     0.00925    41.94741     0.45169     0.40000     0.00929
La085Sr015FeO3_700_ox-00076.xye    11.71748   369.35904     0.02030     5.59587     0.00011    13.62018     0.00052     2.61892     0.02771     0.87297     0.00924    42.10921     0.45468     0.40000     0.00925
La085Sr015FeO3_700_ox-00077.xye    11.73097   369.35868     0.02036     5.59587     0.00011    13.62018     0.00052     2.61900     0.02779     0.87300     0.00926    42.10982     0.45589     0.40000     0.00927
La085Sr015FeO3_700_ox-00078.xye    11.70396   369.35861     0.02031     5.59587     0.00011    13.62018     0.00052     2.61895     0.02772     0.87298     0.00924    42.10965     0.45477     0.40000     0.00925
La085Sr015FeO3_700_ox-00079.xye    11.70538   369.35940     0.02030     5.59587     0.00011    13.62017     0.00052     2.61742     0.02768     0.87247     0.00923    42.02626     0.45199     0.40000     0.00925
La085Sr015FeO3_700_ox-00080.xye    11.72122   369.35927     0.02035     5.59587     0.00011    13.62017     0.00052     2.61723     0.02773     0.87241     0.00924    41.98825     0.45195     0.40000     0.00927
La085Sr015FeO3_700_ox-00081.xye    11.69802   369.35892     0.02032     5.59587     0.00011    13.62019     0.00052     2.61654     0.02767     0.87218     0.00922    41.96624     0.45054     0.40000     0.00926
La085Sr015FeO3_700_ox-00082.xye    11.73464   369.34996     0.02037     5.59581     0.00011    13.62016     0.00052     2.61818     0.02776     0.87273     0.00925    42.07615     0.45439     0.40000     0.00927
La085Sr015FeO3_700_ox-00083.xye    11.69638   369.35919     0.02028     5.59586     0.00011    13.62022     0.00052     2.61807     0.02766     0.87269     0.00922    42.07434     0.45256     0.40000     0.00923
La085Sr015FeO3_700_ox-00084.xye    11.72677   369.33248     0.02037     5.59572     0.00011    13.61995     0.00052     2.61723     0.02773     0.87241     0.00924    42.01703     0.45239     0.40000     0.00927
La085Sr015FeO3_700_ox-00085.xye    11.70258   369.35441     0.02025     5.59583     0.00011    13.62022     0.00052     2.61990     0.02766     0.87330     0.00922    42.19872     0.45564     0.40000     0.00921
La085Sr015FeO3_700_ox-00086.xye    11.68846   369.35407     0.02027     5.59582     0.00011    13.62023     0.00052     2.61812     0.02766     0.87271     0.00922    42.13175     0.45389     0.40000     0.00922
La085Sr015FeO3_700_ox-00087.xye    11.72227   369.35251     0.02032     5.59581     0.00011    13.62025     0.00052     2.61690     0.02772     0.87230     0.00924    42.15645     0.45527     0.40000     0.00923
La085Sr015FeO3_700_ox-00088.xye    11.71512   369.34945     0.02032     5.59580     0.00011    13.62016     0.00052     2.61845     0.02771     0.87282     0.00924    42.08973     0.45367     0.40000     0.00924
La085Sr015FeO3_700_ox-00089.xye    11.70180   369.35401     0.02030     5.59582     0.00011    13.62024     0.00052     2.61770     0.02769     0.87257     0.00923    42.12447     0.45417     0.40000     0.00923
La085Sr015FeO3_700_ox-00090.xye    11.72055   369.35133     0.02029     5.59579     0.00011    13.62026     0.00052     2.61611     0.02770     0.87204     0.00923    42.19865     0.45589     0.40000     0.00922
